,Fiyat,Mahalle,İlan Güncelleme Tarihi,Tipi,Net Metrekare,Brüt Metrekare,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,WC Sayısı,Binanın Yaşı Num,Bulunduğu Kat Num,Salon Sayısı,Oda Sayısı Num,Toplam Oda Sayısı
510,10500000.0,Yeşilova Mahallesi,2025-10-02,Daire,148.0,178.0,10.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Evet,Boş,Yok,2.0,,13.0,1,1.0,3.0,4.0
511,6750000.0,Erzene Mahallesi,2025-11-29,Daire,180.0,190.0,6.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,1.0,2.0,25.0,6,1.0,4.0,5.0
512,5500000.0,Yakaköy Mahallesi,,Müstakil Ev,150.0,340.0,2.0,Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Hisseli Tapu,Hayır,Boş,Yok,2.0,2.0,2.0,0,1.0,4.0,5.0
513,3650000.0,Koşukavak Mahallesi,2025-11-27,Daire,90.0,135.0,3.0,Doğalgaz Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,1.0,7.0,30,1.0,2.0,3.0
514,4850000.0,Kızılay Mahallesi,2025-10-20,Daire,124.0,130.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,,13.0,2,1.0,3.0,4.0
515,8000000.0,Tuna Mahallesi,2025-10-31,Daire,135.0,162.0,14.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Evet,Boş,Yok,2.0,,7.0,5,1.0,3.0,4.0
516,4850000.0,Kızılay Mahallesi,2025-10-23,Daire,120.0,125.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,,1.0,2.0,13.0,2,1.0,3.0,4.0
517,6700000.0,Mevlana Mahallesi,2025-11-06,Daire,150.0,160.0,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Tapu Kaydı Yok,Hayır,Boş,Yok,2.0,,7.0,0,1.0,3.0,4.0
518,3100000.0,Kemalpaşa Mahallesi,,Daire,100.0,110.0,2.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,Yok,1.0,,25.0,0,1.0,3.0,4.0
519,4100000.0,Kemalpaşa Mahallesi,,Daire,110.0,126.0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,,18.0,1,1.0,3.0,4.0
520,9300000.0,Erzene Mahallesi,2025-11-29,Daire,135.0,147.0,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Var,1.0,2.0,7.0,5,1.0,3.0,4.0
521,4500000.0,Atatürk Mahallesi,2025-11-29,Daire,100.0,110.0,4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1.0,2.0,25.0,1,1.0,2.0,3.0
522,20900000.0,Evka 3 Mahallesi,,Daire,240.0,300.0,9.0,Doğalgaz Sobalı,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,2.0,,18.0,9,2.0,4.0,6.0
523,4250000.0,Doğanlar Mahallesi,2025-11-29,Daire,77.0,80.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Evet,Boş,Yok,1.0,1.0,0.0,3,1.0,2.0,3.0
524,4650000.0,Yakaköy Mahallesi,2025-10-25,Müstakil Ev,60.0,500.0,1.0,Sobalı,Boş,Krediye Uygun,Hisseli Tapu,Hayır,Eşyalı,Var,1.0,,1.0,0,1.0,2.0,3.0
525,4200000.0,Evka 3 Mahallesi,2025-10-03,Daire,38.0,42.0,5.0,Yerden Isıtma,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Var,1.0,,0.0,4,1.0,1.0,2.0
526,5500000.0,Yakaköy Mahallesi,2025-11-25,Villa,200.0,250.0,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Hisseli Tapu,Hayır,Boş,Var,1.0,,1.0,0,1.0,3.0,4.0
527,3250000.0,Yeşilova Mahallesi,2025-11-27,Daire,38.0,60.0,38.0,VRV,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,,,1.0,,0.0,15,1.0,1.0,2.0
528,6000000.0,Birlik Mahallesi,2025-11-27,Bina,115.0,116.0,4.0,Isıtma Yok,Mülk Sahibi Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,,,3.0,,25.0,0,,,
529,4600000.0,Kazımdirik Mahallesi,2025-11-01,Daire,80.0,90.0,7.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,,25.0,3,1.0,2.0,3.0
530,5000000.0,Tuna Mahallesi,2025-11-10,Bina,350.0,360.0,3.0,Klimalı,Kiracı Oturuyor,Bilinmiyor,Müstakil Tapulu,Hayır,,,1.0,,25.0,0,1.0,3.0,4.0
531,4850000.0,Kızılay Mahallesi,2025-10-20,Daire,124.0,130.0,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,2.0,13.0,30,1.0,3.0,4.0
532,5200000.0,Serintepe Mahallesi,2025-10-11,Müstakil Ev,110.0,121.0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Eşyalı,Yok,1.0,1.0,25.0,0,1.0,2.0,3.0
533,2050000.0,Meriç Mahallesi,2025-11-26,Daire,80.0,85.0,4.0,Klimalı,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1.0,,25.0,4,1.0,1.0,2.0
534,10100000.0,İnönü Mahallesi,,Daire,165.0,170.0,4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,2.0,,7.0,3,1.0,4.0,5.0
535,2100000.0,Barbaros Mahallesi,2025-10-01,Daire,70.0,80.0,3.0,Klimalı,Kiracı Oturuyor,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Yok,1.0,,25.0,2,1.0,2.0,3.0
536,15850000.0,Sarnıçköy Mahallesi,2025-10-02,Müstakil Ev,160.0,260.0,3.0,Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Arsa Tapulu,Hayır,Boş,Var,2.0,,25.0,0,1.0,4.0,5.0
537,5800000.0,Yıldırım Beyazıt Mahallesi,2025-11-23,Müstakil Ev,180.0,220.0,2.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Arsa Tapulu,Hayır,Boş,Yok,1.0,1.0,25.0,0,1.0,5.0,6.0
538,3390000.0,Zafer Mahallesi,2025-10-27,Müstakil Ev,120.0,170.0,2.0,Sobalı,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Yok,1.0,,25.0,0,1.0,2.0,3.0
539,17000000.0,Evka 3 Mahallesi,2025-11-29,Daire,144.0,168.0,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,2.0,2.0,3.0,0,1.0,3.0,4.0
540,8300000.0,Kemalpaşa Mahallesi,2025-10-05,Daire,100.0,110.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Evet,,,3.0,,0.0,0,1.0,3.0,4.0
541,5500000.0,Doğanlar Mahallesi,2025-11-29,Daire,110.0,125.0,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,2.0,2.0,0.0,2,1.0,2.0,3.0
542,3800000.0,Evka 3 Mahallesi,2025-11-28,Daire,50.0,64.0,2.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1.0,,4.0,2,1.0,1.0,2.0
543,3150000.0,Birlik Mahallesi,2025-11-27,Daire,95.0,105.0,3.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,,25.0,2,1.0,3.0,4.0
544,3250000.0,Birlik Mahallesi,2025-11-08,Müstakil Ev,80.0,95.0,1.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Hayır,Boş,Yok,1.0,1.0,25.0,0,1.0,2.0,3.0
545,9500000.0,Rafet Paşa Mahallesi,2025-11-01,Residence,75.0,128.0,25.0,Klimalı,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,,1.0,21,1.0,2.0,3.0
546,3975000.0,Gazi Osman Paşa Mahallesi,2025-10-31,Daire,80.0,90.0,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,,Yok,1.0,,13.0,3,1.0,2.0,3.0
547,3900000.0,Koşukavak Mahallesi,2025-11-27,Daire,90.0,92.0,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1.0,2.0,25.0,4,1.0,2.0,3.0
548,8500000.0,Kemalpaşa Mahallesi,2025-10-05,Daire,110.0,120.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,,2.0,,0.0,3,1.0,3.0,4.0
549,18750000.0,Yakaköy Mahallesi,2025-10-01,Müstakil Ev,224.0,300.0,2.0,Kat Kaloriferi,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Arsa Tapulu,Hayır,,Yok,3.0,,1.0,0,1.0,4.0,5.0
550,4700000.0,Doğanlar Mahallesi,2025-11-29,Daire,73.0,83.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1.0,1.0,0.0,3,1.0,2.0,3.0
551,5000000.0,Yakaköy Mahallesi,2025-10-31,Müstakil Ev,90.0,500.0,1.0,Sobalı,Boş,Krediye Uygun Değil,Hisseli Tapu,Hayır,Eşyalı,Var,1.0,,2.0,0,1.0,2.0,3.0
552,5500000.0,Erzene Mahallesi,2025-11-27,Daire,75.0,80.0,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Hayır,Boş,Yok,1.0,,0.0,2,1.0,2.0,3.0
553,8700000.0,İnönü Mahallesi,2025-11-27,Bina,224.0,225.0,2.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Müstakil Tapulu,Hayır,,Var,0.0,,25.0,0,0.0,1.0,1.0
554,4200000.0,Kemalpaşa Mahallesi,2025-10-05,Daire,50.0,55.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Evet,,,1.0,,0.0,3,1.0,1.0,2.0
555,6750000.0,Gazi Osman Paşa Mahallesi,2025-10-30,Bina,400.0,464.0,4.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,,Var,3.0,,25.0,0,,,
556,4900000.0,Atatürk Mahallesi,2025-11-07,Daire,58.0,68.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,,1.0,0.0,2,1.0,2.0,3.0
557,1800000.0,Kızılay Mahallesi,2025-11-06,Daire,28.0,32.0,2.0,Isıtma Yok,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1.0,,2.0,0,1.0,0.0,1.0
558,33000000.0,İnönü Mahallesi,2025-11-27,Daire,115.0,125.0,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,,,1.0,,18.0,5,1.0,3.0,4.0
559,21500000.0,İnönü Mahallesi,2025-11-29,Daire,500.0,550.0,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1.0,,18.0,5,1.0,3.0,4.0
560,7500000.0,Doğanlar Mahallesi,2025-11-28,Bina,359.0,360.0,3.0,Isıtma Yok,Boş,Krediye Uygun,Bilinmiyor,Hayır,,Yok,0.0,,25.0,0,0.0,1.0,1.0
561,8000000.0,Meriç Mahallesi,2025-10-14,Müstakil Ev,300.0,350.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Var,3.0,,25.0,0,3.0,5.0,8.0
562,12000000.0,Ergene Mahallesi,,Bina,68.0,75.0,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1.0,1.0,25.0,0,1.0,2.0,3.0
563,7850000.0,Yakaköy Mahallesi,2025-10-31,Müstakil Ev,60.0,75.0,1.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,1.0,,25.0,0,1.0,2.0,3.0
564,5500000.0,Erzene Mahallesi,2025-11-29,Daire,50.0,55.0,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Hayır,Boş,,1.0,,0.0,4,1.0,1.0,2.0
565,6850000.0,Doğanlar Mahallesi,2025-11-06,Daire,110.0,140.0,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1.0,,25.0,0,1.0,4.0,5.0
566,10500000.0,Yeşilova Mahallesi,2025-11-27,Bina,90.0,105.0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Hisseli Tapu,Hayır,Boş,,1.0,1.0,25.0,0,1.0,2.0,3.0
567,3500000.0,Yeşilova Mahallesi,2025-10-09,Daire,110.0,127.0,2.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Tapu Kaydı Yok,Hayır,,,1.0,1.0,25.0,0,1.0,3.0,4.0
568,7150000.0,Doğanlar Mahallesi,2025-11-15,Daire,125.0,130.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,1.0,25.0,4,1.0,3.0,4.0
569,6000000.0,Kazımdirik Mahallesi,2025-11-28,Daire,55.0,65.0,7.0,VRV,Kiracı Oturuyor,Krediye Uygun Değil,Kat İrtifakı,Evet,Boş,Yok,1.0,,0.0,3,1.0,2.0,3.0
570,3500000.0,Yıldırım Beyazıt Mahallesi,2025-11-26,Müstakil Ev,100.0,105.0,2.0,Doğalgaz Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,,,1.0,,25.0,0,1.0,2.0,3.0
571,12000000.0,Doğanlar Mahallesi,2025-11-28,Daire,330.0,360.0,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,1.0,1.0,2.0,2,1.0,3.0,4.0
572,4900000.0,Atatürk Mahallesi,2025-11-07,Daire,65.0,80.0,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,1.0,1.0,0.0,2,1.0,2.0,3.0
573,10000000.0,Mevlana Mahallesi,2025-11-29,Daire,160.0,400.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,2.0,2.0,7.0,2,1.0,4.0,5.0
574,3400000.0,İnönü Mahallesi,2025-11-25,Daire,107.0,181.0,3.0,Klimalı,Kiracı Oturuyor,Bilinmiyor,Kat Mülkiyeti,Hayır,Eşyalı,Yok,1.0,1.0,25.0,2,1.0,3.0,4.0
575,3750000.0,İnönü Mahallesi,2025-11-06,Daire,110.0,120.0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,1.0,1.0,18.0,3,1.0,2.0,3.0
576,2600000.0,Yeşilova Mahallesi,2025-10-24,Residence,28.0,41.0,38.0,VRV,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,,,1.0,,0.0,9,1.0,0.0,1.0
577,5275000.0,Ergene Mahallesi,2025-11-29,Daire,85.0,90.0,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kooperatiften Tapu,Hayır,,,1.0,1.0,1.0,5,1.0,2.0,3.0
578,5690000.0,Merkez Mahallesi,2025-11-23,Müstakil Ev,100.0,135.0,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Bilinmiyor,Müstakil Tapulu,Hayır,Boş,,1.0,2.0,18.0,0,1.0,2.0,3.0
579,12000000.0,Birlik Mahallesi,2025-11-27,Bina,90.0,109.0,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Bilinmiyor,Arsa Tapulu,Hayır,Boş,Var,1.0,2.0,25.0,0,1.0,2.0,3.0
580,4850000.0,Kızılay Mahallesi,2025-10-27,Daire,120.0,150.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,2.0,,0.0,30,1.0,3.0,4.0
581,65000000.0,Kazımdirik Mahallesi,2025-11-05,Müstakil Ev,450.0,580.0,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,3.0,3.0,0.0,0,1.0,5.0,6.0
582,4000000.0,Mevlana Mahallesi,2025-11-29,Daire,80.0,82.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1.0,1.0,0.0,1,1.0,2.0,3.0
583,6000000.0,Ergene Mahallesi,2025-11-28,Daire,72.0,82.0,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1.0,,3.0,3,1.0,2.0,3.0
584,14499999.0,Atatürk Mahallesi,2025-11-05,Müstakil Ev,150.0,180.0,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,2.0,,0.0,0,1.0,4.0,5.0
585,2260000.0,Işıklar Mahallesi,2025-10-10,Daire,110.0,120.0,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1.0,2.0,13.0,2,1.0,2.0,3.0
586,6800000.0,Yeşilova Mahallesi,,Daire,97.0,125.0,14.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Yok,2.0,,4.0,12,1.0,2.0,3.0
587,2700000.0,Yeşilova Mahallesi,2025-11-28,Daire,90.0,112.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,1.0,,25.0,0,1.0,2.0,3.0
588,3850000.0,Kızılay Mahallesi,,Daire,79.0,80.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Var,1.0,,0.0,0,1.0,2.0,3.0
589,5000000.0,Yakaköy Mahallesi,2025-10-31,Müstakil Ev,90.0,500.0,1.0,Sobalı,Boş,Krediye Uygun Değil,Hisseli Tapu,Hayır,Eşyalı,Var,1.0,,2.0,0,1.0,2.0,3.0
590,111000000.0,Kazımdirik Mahallesi,2025-10-03,Villa,500.0,650.0,4.0,Yerden Isıtma,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,5.0,,4.0,0,2.0,5.0,7.0
591,5750000.0,Barbaros Mahallesi,2025-10-14,Müstakil Ev,100.0,125.0,2.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,2.0,,25.0,0,3.0,4.0,7.0
592,7580000.0,Atatürk Mahallesi,2025-11-05,Daire,128.0,138.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,2.0,,0.0,2,1.0,3.0,4.0
593,8990000.0,Erzene Mahallesi,2025-11-20,Bina,390.0,400.0,2.0,Doğalgaz Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Hisseli Tapu,Hayır,Boş,Yok,1.0,2.0,25.0,0,1.0,2.0,3.0
594,3125000.0,Barbaros Mahallesi,,Daire,28.0,34.0,30.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,1.0,,3.0,5,1.0,0.0,1.0
595,7550000.0,Atatürk Mahallesi,2025-11-05,Daire,128.0,138.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,2.0,2.0,0.0,2,1.0,3.0,4.0
596,3000000.0,Zafer Mahallesi,2025-11-26,Müstakil Ev,85.0,100.0,1.0,Sobalı,Boş,Krediye Uygun,Arsa Tapulu,Hayır,,,2.0,,1.0,0,1.0,2.0,3.0
597,10250000.0,İnönü Mahallesi,2025-10-03,Müstakil Ev,180.0,235.0,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,2.0,,13.0,0,1.0,3.0,4.0
598,4000000.0,Meriç Mahallesi,2025-10-14,Müstakil Ev,90.0,128.0,1.0,Isıtma Yok,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Var,1.0,,25.0,0,1.0,2.0,3.0
599,3500000.0,Yıldırım Beyazıt Mahallesi,2025-10-28,Daire,130.0,135.0,4.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1.0,,18.0,-3,1.0,2.0,3.0
600,16900000.0,Atatürk Mahallesi,2025-11-29,Daire,138.0,170.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,2.0,3.0,0.0,0,1.0,4.0,5.0
601,3850000.0,İnönü Mahallesi,2025-11-29,Daire,77.0,85.0,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1.0,1.0,0.0,0,1.0,2.0,3.0
602,4750000.0,İnönü Mahallesi,2025-11-06,Daire,88.0,110.0,1.0,Isıtma Yok,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,1.0,1.0,18.0,0,1.0,2.0,3.0
603,3500000.0,Kazımdirik Mahallesi,2025-11-13,Daire,75.0,80.0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,1.0,1.0,7.0,4,1.0,2.0,3.0
604,11000000.0,Karacaoğlan Mahallesi,2025-10-30,Daire,130.0,165.0,8.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Evet,Boş,Yok,2.0,,7.0,2,1.0,3.0,4.0
605,12500000.0,Mevlana Mahallesi,,Bina,180.0,181.0,5.0,Isıtma Yok,Boş,Krediye Uygun Değil,Arsa Tapulu,Hayır,,Yok,0.0,,25.0,0,0.0,1.0,1.0
606,11500000.0,Erzene Mahallesi,2025-11-29,Daire,130.0,135.0,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,2.0,,0.0,4,1.0,3.0,4.0
607,4400000.0,Kızılay Mahallesi,2025-10-28,Daire,110.0,120.0,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1.0,,7.0,2,1.0,3.0,4.0
608,4500000.0,Doğanlar Mahallesi,2025-11-29,Daire,80.0,88.0,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1.0,,0.0,3,1.0,2.0,3.0
609,5350000.0,Kazımdirik Mahallesi,2025-10-27,Daire,44.0,55.0,7.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Var,1.0,,7.0,7,1.0,1.0,2.0
610,17000000.0,Koşukavak Mahallesi,2025-11-27,Bina,90.0,93.0,5.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,,1.0,1.0,25.0,0,1.0,2.0,3.0
611,3790000.0,Gürpınar Mahallesi,2025-11-28,Daire,80.0,90.0,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1.0,,0.0,0,1.0,2.0,3.0
612,3300000.0,Yeşilova Mahallesi,2025-10-31,Residence,40.0,58.0,30.0,VRV,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Var,1.0,,0.0,20,1.0,1.0,2.0
